0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,1,1,2,0,1,1,3,3,3,2,4,2,0,3,2,2,2,0,4,2,10,4,1,2,4,4,4,4,4,1,4,4,1,5,1,2,6,4,2,3,4,3,1,1,3,3,2,2,2,2,1,1,1,3,4,1,1,0,3,0,2,1,0,0,0,1,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
1,0,1,1,3,2,2,0,4,5,2,8,6,3,5,8,4,4,8,9,9,10,8,10,6,11,12,5,5,11,9,6,7,8,10,4,10,9,10,7,8,9,4,11,9,7,9,6,10,11,8,6,6,10,8,6,8,3,3,3,6,3,3,4,6,0,5,3,2,1,0,2,4,2,1,3,1,1,2,0,1,0,0,0,0,0,0,1,0,0,0
0,1,1,2,2,6,2,10,3,7,5,5,7,12,7,11,11,14,19,9,11,9,12,12,9,13,11,13,14,19,12,16,18,13,19,14,17,21,13,20,19,9,16,16,12,12,11,16,13,12,16,12,13,13,10,10,12,10,16,7,12,7,8,5,7,5,9,4,1,7,3,4,6,2,2,2,2,0,0,3,3,4,0,0,0,0,0,0,0,0,0
0,0,1,3,5,4,9,8,11,13,14,6,13,17,13,17,15,12,21,19,19,15,18,23,22,22,20,33,21,18,15,22,24,25,25,14,34,24,16,22,26,20,22,24,27,26,15,15,26,23,15,22,15,20,12,17,8,12,8,13,11,10,9,12,10,10,7,6,5,2,3,2,5,6,5,7,3,0,1,2,2,1,3,1,0,1,0,0,0,0,0
0,1,4,8,2,3,11,11,7,10,10,13,18,23,21,19,28,31,17,32,26,32,30,32,25,34,39,19,36,29,33,36,32,30,41,25,36,23,26,27,34,31,38,35,21,36,29,31,31,30,30,15,16,23,17,16,31,21,18,26,14,10,14,7,7,10,9,7,5,9,7,6,7,8,5,5,6,4,2,3,1,3,2,1,1,1,0,0,0,0,0
0,0,4,3,9,7,9,16,14,14,14,16,21,37,27,24,28,26,28,30,28,30,27,23,39,27,38,31,44,42,55,33,41,34,48,38,39,34,58,51,38,41,37,45,45,28,39,35,43,38,37,36,33,34,32,33,27,20,23,23,20,17,23,18,22,18,24,17,17,16,8,12,12,16,7,4,7,8,8,3,7,6,3,2,2,0,1,0,1,0,0
0,3,5,8,10,10,10,15,15,14,20,22,26,22,27,33,29,30,33,31,36,30,33,34,32,42,30,37,52,38,44,48,47,47,53,57,36,50,50,44,55,52,45,39,45,34,43,47,42,48,50,38,31,32,47,40,51,37,38,29,37,31,35,35,32,22,27,19,23,20,36,33,26,24,29,17,24,8,9,11,11,5,4,8,3,6,3,2,0,1,0
0,7,3,3,6,13,12,22,11,16,15,19,23,38,29,38,36,30,32,33,25,36,43,47,56,42,42,47,45,48,60,54,49,67,66,53,59,63,41,55,71,55,57,52,61,65,52,58,48,53,53,54,58,56,52,67,56,37,43,54,46,42,42,49,44,45,34,62,58,48,47,64,48,48,50,44,42,39,39,21,27,16,16,15,4,2,5,2,3,1,0
1,4,4,10,8,14,12,22,21,15,21,22,27,44,29,39,37,24,47,39,39,39,48,49,64,60,51,45,52,39,61,63,55,60,63,56,62,70,66,60,51,56,65,60,47,55,65,55,66,58,65,57,55,48,59,68,60,66,60,41,50,51,50,57,51,66,72,64,83,93,92,112,101,92,102,100,70,76,53,42,35,34,35,25,11,8,11,8,1,1,0
0,0,7,7,3,13,15,15,24,24,24,38,23,25,31,21,47,38,45,40,46,42,48,45,46,65,61,56,57,62,67,50,72,63,73,62,69,63,69,71,78,59,74,86,66,62,81,84,71,70,62,80,67,53,66,69,58,67,63,52,68,65,76,59,77,66,83,100,127,147,177,151,194,173,132,140,156,125,93,64,79,55,53,45,32,24,16,8,4,2,0
0,1,4,5,11,13,13,13,19,17,27,23,27,35,36,37,29,41,42,38,57,46,46,54,58,52,45,61,57,54,50,50,52,73,60,64,56,51,69,73,72,54,55,57,64,74,86,62,55,68,62,67,58,51,73,68,63,63,69,62,69,65,77,76,88,116,144,195,204,266,285,281,287,277,286,236,231,176,169,170,128,90,103,81,47,34,20,19,8,2,2
1,1,5,11,11,8,20,19,18,19,16,26,36,34,36,37,52,31,38,46,38,49,53,50,53,56,52,78,59,47,56,66,65,80,59,63,72,54,65,63,80,67,66,74,76,78,56,73,74,73,53,64,67,62,71,62,77,60,69,58,68,65,74,108,109,172,243,321,361,412,421,444,431,438,451,372,302,332,290,209,201,172,147,90,68,51,42,21,15,3,2
