0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,3,1,0,1,1,2,0,1,2,3,1,2,2,2,3,1,1,2,4,0,2,0,0,1,2,1,2,2,2,0,0,0
0,0,1,0,1,0,0,1,0,3,0,1,0,0,2,1,1,0,0,0,1,1,0,2,3,0,0,0,0,0,1,1,0,1,1,2,0,0,1,1,2,1,1,2,1,1,0,0,0,1,1,0,0,1,0,1,0,4,0,1,0,1,1,1,1,4,3,6,7,6,10,6,14,12,9,20,13,8,10,10,7,11,10,5,6,4,3,4,4,1,0
0,0,0,0,2,2,0,0,1,1,1,0,0,2,4,1,0,0,3,4,1,2,2,2,0,1,2,1,3,1,3,1,1,1,3,1,3,6,1,1,5,0,3,4,1,2,6,2,2,3,7,0,3,0,3,0,3,1,1,2,0,0,1,2,1,8,7,6,10,10,14,13,21,29,11,17,17,19,19,18,14,19,10,14,14,13,12,6,7,7,0
0,0,0,0,2,1,2,0,0,1,1,0,1,3,1,3,4,2,2,4,1,4,3,4,3,2,6,3,6,2,2,3,3,8,4,3,7,5,3,5,7,4,3,4,3,1,2,3,4,4,7,3,3,1,5,2,3,3,6,5,3,1,1,5,6,3,8,16,15,9,16,20,26,27,22,28,24,26,28,34,26,27,29,22,28,20,15,8,8,3,2
0,0,1,1,1,1,2,0,3,1,3,1,2,2,3,4,5,3,7,7,5,4,3,4,1,2,0,8,8,3,4,4,6,7,5,10,8,6,4,2,5,3,4,5,4,7,5,7,6,7,1,6,4,5,5,4,4,4,9,3,6,4,5,3,6,9,5,11,5,18,24,25,33,38,34,40,41,55,55,50,36,56,39,43,26,28,30,11,12,4,1
0,0,0,0,0,1,0,1,4,3,1,0,1,4,4,4,2,3,2,3,8,1,1,6,8,7,4,12,8,1,7,2,9,5,7,9,2,7,6,13,7,10,10,5,7,7,9,3,4,5,5,8,6,5,2,5,7,4,5,4,6,8,5,3,2,5,3,8,19,19,27,26,59,54,53,74,81,96,83,84,77,93,88,63,54,62,40,28,18,7,2
0,0,0,1,2,1,4,3,6,3,1,2,2,3,2,4,5,4,1,4,10,7,8,8,5,7,6,6,6,4,5,7,4,5,5,4,8,9,8,6,5,4,7,6,5,3,13,8,7,6,10,11,4,13,10,4,5,9,8,3,8,8,5,7,3,8,10,4,17,29,44,42,57,95,131,141,139,167,174,165,155,159,136,135,105,85,70,62,32,19,4
0,0,1,0,0,5,4,4,1,0,3,0,4,6,2,1,4,2,5,6,7,7,5,5,6,10,8,4,2,4,5,4,3,8,9,3,9,9,9,7,9,7,11,6,7,7,5,9,7,6,4,6,6,8,3,10,9,8,11,7,9,9,6,7,5,9,10,17,26,29,66,72,154,188,237,244,232,267,268,239,233,226,206,179,149,146,106,101,54,26,4
0,0,0,0,0,2,1,0,5,2,3,3,3,1,6,3,4,2,6,4,7,5,3,7,6,6,4,6,10,7,10,8,4,11,13,15,6,7,7,9,7,10,6,9,7,6,8,7,11,12,8,7,8,9,8,7,11,12,6,4,6,4,10,8,5,2,5,15,25,46,103,146,224,304,304,332,331,319,332,326,289,268,262,240,213,162,131,104,74,24,9
0,0,0,0,1,0,0,2,2,3,2,3,4,5,4,5,6,7,4,3,3,3,7,6,4,7,6,7,7,9,6,6,4,6,7,5,6,8,7,9,11,5,6,4,3,10,8,6,7,5,7,6,7,9,10,9,9,3,6,7,6,3,5,10,7,4,4,9,24,52,145,241,343,406,392,427,366,396,351,321,327,301,288,258,215,179,139,119,75,44,5
