0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,3,1,0,1,0,2,0,0,0,1,2,0,1,0,0,0,0,0,1,0,0,1,0,0,0
0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,3,3,4,4,5,5,10,7,6,4,4,2,3,8,5,3,4,8,3,8,3,5,0,2,3,2,0,1,1,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,1,0,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,2,1,0,0,1,1,0,1,0,0,1,1,4,5,5,8,14,6,11,16,21,10,19,14,13,13,8,10,8,10,12,9,17,13,14,8,8,5,5,5,5,1,4,4,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,2,0,0,2,1,0,0,3,3,11,12,14,17,24,19,18,23,32,32,31,36,27,33,42,40,32,44,23,37,41,28,28,30,26,27,14,18,15,8,5,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,2,0,1,0,1,2,0,1,0,1,0,0,0,1,0,0,2,1,0,0,0,1,1,1,0,0,1,3,3,0,2,0,2,2,4,10,17,22,31,43,44,58,74,86,96,122,119,126,132,152,120,129,124,122,109,102,120,111,79,71,58,47,41,42,40,21,17,1
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,1,1,1,1,2,0,1,1,2,0,0,0,0,1,2,0,0,1,3,0,2,1,1,2,1,3,12,21,33,72,101,126,148,143,163,179,195,185,196,216,199,209,207,193,170,189,150,157,122,131,135,131,96,90,76,45,51,30,11,0
0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,1,2,1,0,1,0,2,2,1,1,1,1,1,1,1,3,1,0,0,0,0,1,1,0,1,1,1,7,16,66,77,131,171,189,212,219,218,231,267,232,229,243,250,218,214,196,208,203,191,191,181,151,153,118,120,90,90,53,44,33,16,4
0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,3,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,1,1,1,6,36,79,124,192,194,197,232,228,253,247,237,254,286,245,252,228,262,226,229,226,191,183,182,153,144,130,133,102,90,71,38,28,15,2
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,2,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0,2,1,0,2,1,1,1,0,3,1,0,0,0,16,42,88,157,177,239,225,245,265,291,262,266,287,256,249,247,238,231,252,217,204,186,209,198,150,153,132,109,108,79,78,55,37,15,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,0,0,1,1,1,0,0,0,1,1,0,1,2,11,48,107,182,210,249,255,284,252,300,297,279,260,296,281,249,233,250,224,220,214,226,177,159,178,161,121,119,118,84,80,42,36,16,1
