0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,2,0,1,1,0,2,5,4,3,1,0,2,2,1,0,0,1,1,1,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,3,0,0,1,1,1,2,1,0,0,0,0,1,2,1,1,2,0,1,0,2,0,0,0,1,0,0,1,0,0,1,1,0,0,3,1,3,0,0,1,2,0,0,1,1,0,0,3,2,6,8,4,8,17,19,16,18,16,15,12,11,10,12,17,4,6,8,7,2,2,1,0
0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,1,1,4,1,1,1,0,2,4,1,1,0,1,5,1,1,2,1,0,1,3,1,3,1,3,0,2,3,2,1,1,1,1,1,0,1,2,1,2,1,0,0,1,1,1,1,1,0,0,1,2,6,3,9,13,23,20,30,39,42,37,32,45,37,21,29,37,38,24,18,23,12,4,2,1
0,0,0,1,0,0,0,1,1,1,0,2,0,1,1,2,1,1,1,0,2,1,1,2,0,2,0,2,3,3,0,1,3,3,3,1,3,2,4,1,1,5,5,3,3,1,0,4,4,3,2,2,4,3,1,1,2,1,3,0,0,0,1,1,2,3,3,2,5,11,28,48,60,66,77,109,128,115,124,147,153,134,137,117,102,88,70,62,42,13,4
0,0,0,0,0,0,1,0,0,1,0,1,3,3,1,5,0,1,4,3,1,0,1,0,1,4,2,1,4,2,1,4,2,7,1,6,1,4,0,1,3,5,1,3,2,1,1,1,5,3,2,3,4,3,0,6,2,3,6,4,1,1,3,8,2,3,0,2,6,22,73,175,269,335,382,415,452,427,461,424,467,427,370,356,298,281,206,168,105,45,4
0,0,0,0,1,0,0,1,0,2,1,0,2,2,3,4,1,3,1,1,4,4,2,3,3,4,3,5,5,3,1,5,5,3,3,4,4,3,4,2,2,2,3,4,2,1,2,1,4,2,0,6,3,5,2,0,5,0,3,5,1,2,1,1,3,3,2,2,12,108,267,464,560,678,727,696,646,708,700,646,622,602,496,520,434,386,304,223,146,76,11
0,0,0,0,0,0,1,0,0,0,2,1,1,0,2,2,0,5,0,4,1,6,0,3,2,4,3,1,3,1,0,1,2,1,1,4,3,6,3,2,1,3,2,5,3,4,3,2,2,2,2,2,0,3,1,5,3,3,6,2,1,1,1,0,3,1,1,2,17,190,514,659,784,808,859,884,876,893,910,884,873,773,754,733,615,528,428,370,251,121,17
0,0,0,0,0,0,2,0,4,1,2,0,4,1,2,1,2,2,1,4,3,3,1,3,2,2,1,3,4,2,1,1,4,3,5,1,1,4,3,3,3,2,3,0,5,1,4,2,3,1,1,3,4,2,4,1,2,3,1,2,4,3,3,1,2,5,2,2,44,311,590,849,864,907,963,911,972,1026,1044,992,943,978,899,789,738,636,539,401,258,134,21
0,0,2,1,2,1,2,0,0,3,3,0,2,0,1,2,2,2,2,1,1,2,4,0,1,4,1,4,3,3,1,8,5,4,4,4,7,3,2,2,2,5,1,5,3,1,6,5,3,3,5,1,4,2,2,4,4,1,3,3,2,4,3,3,4,4,4,6,60,359,714,830,947,932,964,982,1044,945,989,970,965,943,898,798,738,676,560,406,238,119,12
0,0,0,0,0,0,1,0,0,0,0,4,2,2,4,0,1,3,3,4,0,1,4,0,4,1,3,3,2,3,2,4,3,7,2,1,1,0,7,7,2,0,3,1,1,1,3,0,4,4,2,4,1,5,1,2,3,2,2,4,0,1,1,2,4,3,4,6,86,387,672,788,894,887,909,923,939,892,917,939,933,881,851,772,732,588,518,395,228,116,11
0,0,0,0,0,1,1,1,0,0,1,1,0,0,2,2,4,2,1,3,3,2,2,5,5,3,0,0,2,0,1,3,4,1,1,2,0,1,2,7,4,3,1,2,4,2,3,8,7,3,2,3,5,1,5,2,2,1,3,2,2,2,4,5,3,2,1,8,81,364,575,718,792,851,864,858,857,913,869,816,827,837,779,715,619,541,441,350,219,115,12
