90,6,10,10,22,16,26,30,29,44,37,40,37,65,60,52,51,57,74,69,62,75,68,71,70,73,90,96,123,88,82,113,98,107,113,127,130,105,112,101,113,148,136,141,101,176,114,123,150,163,144,149,147,100,130,138,164,111,150,120,126,158,146,131,136,140,129,96,137,128,116,135,68,111,94,72,74,90,88,78,72,58,42,40,60,28,28,14,14,4
14,18,35,13,48,54,51,91,90,124,110,140,153,147,148,154,190,187,187,215,190,244,233,231,205,247,227,269,262,259,295,264,239,303,295,329,299,281,298,342,301,319,352,352,278,347,345,392,335,363,329,359,375,364,347,411,367,374,362,321,344,298,300,308,333,334,315,307,271,248,279,279,268,218,210,200,168,192,182,176,166,126,140,126,80,76,70,44,24,4
18,25,53,51,88,110,123,137,128,166,221,211,213,203,233,266,287,268,353,327,318,358,394,360,372,375,359,368,401,447,445,390,425,420,460,472,468,500,480,481,513,485,468,479,525,503,539,556,524,540,549,596,555,545,515,556,523,550,563,558,533,498,490,502,544,463,460,438,391,430,432,314,360,368,346,285,282,263,254,212,199,174,157,152,134,144,92,80,40,14
22,33,52,97,112,135,122,190,199,199,231,277,279,289,270,366,415,403,426,415,407,453,502,471,561,486,490,511,545,559,592,622,576,599,619,560,635,589,637,616,590,573,643,605,666,721,699,717,724,691,771,676,722,731,710,631,707,664,748,702,646,699,665,631,527,665,583,583,565,626,561,522,540,468,397,366,376,378,312,263,287,271,228,199,176,164,134,80,60,18
11,31,63,103,129,150,166,201,218,242,286,288,392,354,360,331,460,471,500,471,500,492,565,515,594,609,634,604,570,669,668,618,775,675,631,674,768,769,646,727,719,736,695,781,782,794,815,673,804,867,796,862,885,868,813,867,846,868,883,857,819,861,839,809,857,724,794,747,685,625,685,638,623,614,592,494,575,476,436,432,354,288,299,273,220,208,166,158,63,14
8,39,61,118,150,144,191,238,265,289,337,346,318,430,438,426,433,427,488,521,521,547,588,617,672,711,706,685,711,792,706,698,734,783,810,840,719,769,745,824,761,792,873,810,837,760,929,894,868,867,969,927,908,976,950,946,944,928,943,992,963,965,921,934,950,912,974,994,880,876,942,830,834,813,767,687,683,642,595,510,461,414,360,352,312,228,178,100,70,30
14,68,83,102,139,160,210,265,245,326,311,342,410,376,459,467,521,468,516,563,567,621,619,708,672,679,702,697,771,824,834,796,789,817,802,783,764,834,893,900,801,799,912,888,832,865,928,910,956,953,952,1012,928,1056,1066,1039,1001,1045,935,993,1046,1101,980,1085,1017,1064,1093,1039,1019,1171,1005,1013,1009,962,897,957,918,832,793,730,620,584,482,373,370,312,171,143,88,27
22,52,49,98,164,202,192,230,237,312,325,362,368,394,493,495,534,468,524,598,574,625,577,647,696,710,826,707,781,732,773,840,877,836,872,798,855,867,942,831,867,917,888,821,965,945,899,926,923,966,945,935,938,962,969,1022,946,1047,1052,962,1065,1120,1138,1108,1137,1171,1154,1188,1188,1187,1208,1360,1311,1332,1411,1354,1319,1231,1169,997,968,822,724,623,458,380,294,198,119,39
12,44,73,113,118,144,194,184,254,316,374,332,362,390,397,429,469,560,545,494,662,670,616,569,626,693,675,680,783,768,758,783,768,792,790,868,841,834,856,875,816,804,863,801,859,884,873,999,906,930,861,954,954,979,1003,1047,1006,1049,1051,1159,1076,1118,1171,1220,1162,1262,1247,1388,1360,1526,1557,1796,1929,1908,2022,1922,1898,1858,1661,1542,1352,1305,1140,860,745,594,458,285,140,40
7,53,71,114,106,178,183,245,210,280,309,307,352,371,401,400,447,486,472,528,497,624,574,622,619,614,690,649,690,732,748,668,702,758,734,786,822,830,821,787,853,847,849,853,799,923,870,847,856,834,863,895,890,912,895,919,995,913,1012,1024,991,1039,1089,1105,1218,1234,1320,1522,1706,1956,2268,2761,2816,3036,3051,2915,2850,2613,2523,2328,2105,1808,1415,1244,1007,732,538,324,208,70
