23,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,0,0,3,0,0,0,0,2,4,0,0,0,2,0,1,2,2,0,0,0,0,0,2,0,0,4,0,0,0,0,2,4,2,2,5,4,4,0,4,0,6,4,8,6,6,8,4,0,8,6,0,6,8,2,0,4,2,2,2,4,2,2,6,0,0
0,0,0,0,0,0,0,0,0,0,0,4,0,2,2,0,4,0,0,2,0,0,0,4,1,2,7,4,4,0,2,0,2,4,0,0,0,2,4,1,4,8,4,0,0,4,2,0,5,2,0,0,0,2,4,6,0,2,2,4,4,5,2,6,10,0,10,8,10,8,12,12,12,22,10,6,6,10,10,12,18,2,6,12,4,0,0,3,0,0
0,0,0,0,2,0,2,2,0,0,2,2,0,4,3,2,2,3,1,0,4,2,7,3,0,2,4,4,2,5,4,4,4,5,2,6,3,2,2,2,5,3,6,2,2,10,10,5,2,0,6,0,6,7,0,2,4,5,2,4,4,0,8,10,14,4,18,18,22,26,14,26,22,18,17,14,16,19,24,25,12,8,8,10,6,12,10,0,4,0
0,0,0,0,0,0,0,0,2,4,7,2,1,3,6,0,2,5,2,0,2,8,10,0,4,1,4,2,8,0,12,2,7,4,8,11,4,10,4,4,3,6,2,10,6,7,6,6,8,6,4,6,2,6,0,6,10,3,4,1,0,10,4,20,6,16,22,16,28,28,32,20,31,26,34,48,26,20,22,18,22,24,18,12,18,8,6,6,0,2
0,2,0,0,4,0,0,4,0,0,6,0,2,0,0,0,8,2,2,4,4,4,2,4,8,9,4,6,8,6,2,8,6,11,0,8,8,3,4,6,6,7,4,2,2,3,9,2,12,14,5,4,8,3,6,4,9,5,3,1,8,2,4,16,21,30,16,32,21,30,45,40,42,34,40,26,45,29,33,27,29,23,28,14,12,20,10,6,6,2
0,1,0,4,0,4,2,2,2,0,2,2,2,8,0,4,0,2,5,8,8,4,0,3,17,4,10,7,2,8,4,8,2,10,2,0,8,3,9,8,8,6,3,14,8,4,6,8,8,12,5,9,2,7,10,2,2,8,6,6,3,10,6,7,17,38,22,46,61,44,34,54,41,48,49,60,43,40,45,42,44,22,24,31,30,26,23,8,8,0
0,0,0,0,2,2,2,2,0,1,0,2,4,8,4,4,3,2,8,2,8,4,13,9,7,7,6,6,20,8,12,5,14,6,3,2,9,7,12,6,4,6,4,2,8,4,14,14,4,11,8,4,12,6,6,11,2,8,4,14,7,3,10,14,22,26,29,50,35,40,61,46,67,75,47,49,55,38,43,56,55,39,67,36,30,22,18,12,3,2
0,0,0,2,0,0,3,0,6,4,2,0,0,4,5,4,0,8,9,0,6,7,1,7,6,0,10,14,8,6,6,8,8,8,10,7,4,2,4,4,13,8,8,1,8,5,4,8,10,6,0,6,2,7,9,4,6,11,4,15,2,9,5,8,30,30,32,72,72,77,57,78,82,81,81,91,61,51,65,74,49,55,28,37,30,22,8,22,6,2
0,6,0,0,0,2,8,6,0,2,2,0,2,2,4,2,5,10,6,8,2,0,10,4,9,2,8,7,4,5,9,4,9,4,6,11,16,7,3,4,7,4,4,2,11,9,7,5,6,8,8,6,15,4,6,4,7,10,8,16,6,14,2,18,16,25,42,55,80,67,61,76,77,94,81,85,61,115,91,73,62,93,58,69,58,44,28,30,8,3
0,0,2,0,2,4,1,3,2,4,5,4,2,4,10,6,5,6,11,6,4,6,5,11,3,2,7,7,6,14,2,10,6,16,10,2,4,6,6,11,4,8,12,12,8,9,5,1,12,4,5,5,10,2,5,2,8,8,10,14,7,2,15,22,31,36,52,84,66,83,127,102,108,107,109,92,102,114,97,116,81,85,62,69,51,55,30,19,15,4
0,0,0,0,2,2,0,10,0,0,7,4,2,6,0,2,6,11,4,4,4,4,6,4,6,4,17,8,8,10,2,8,10,7,6,7,8,6,8,14,12,6,8,8,4,14,6,14,10,4,12,10,6,4,2,8,8,2,4,3,8,13,14,18,31,35,40,98,100,89,118,138,135,118,182,144,146,121,145,143,117,104,118,92,92,94,51,38,28,2
0,0,0,0,4,0,4,2,6,2,3,2,0,3,0,10,4,7,6,0,2,4,5,1,4,5,8,8,5,10,7,13,6,12,6,8,7,16,8,6,8,9,11,7,14,10,8,6,6,9,8,11,5,7,4,14,14,8,8,0,8,2,10,30,35,54,93,82,127,182,171,152,177,209,218,238,243,247,289,260,279,233,221,222,182,154,83,80,59,19
