72,6,12,20,34,28,35,39,44,59,69,68,81,64,108,96,104,90,121,106,121,112,116,126,125,138,122,161,162,140,157,137,173,159,163,159,197,158,158,186,228,208,195,164,250,204,210,216,196,199,160,210,235,220,210,199,234,226,246,228,217,210,242,220,244,224,219,233,194,191,180,201,171,171,154,160,116,116,139,102,115,75,98,78,57,70,54,34,22,6
8,16,59,46,65,68,86,123,109,138,163,165,162,170,149,250,225,234,218,273,283,273,278,325,306,321,337,318,319,350,347,364,350,371,353,366,383,392,361,378,439,390,414,435,358,445,389,414,439,459,471,427,428,435,435,470,467,465,463,456,500,523,453,436,449,446,413,399,428,363,319,365,348,329,327,290,240,243,253,225,204,197,167,179,145,140,68,76,36,6
10,16,59,73,78,89,127,128,160,172,175,232,224,248,296,307,295,292,334,349,298,328,441,335,357,403,392,416,400,422,440,431,522,426,421,488,476,432,434,433,478,444,417,452,415,482,464,444,477,456,500,512,475,577,556,593,507,580,531,591,526,581,551,518,567,567,554,486,642,508,508,475,481,419,455,397,419,381,357,301,309,287,250,256,174,184,132,92,60,18
11,21,45,85,65,115,128,174,207,183,224,233,268,256,302,311,321,342,325,342,420,427,422,466,417,434,491,435,431,473,493,450,420,502,517,461,503,481,451,501,444,395,499,444,425,472,489,427,452,483,470,551,522,582,532,563,595,571,506,579,605,596,541,569,582,605,644,628,573,622,637,556,578,558,555,533,452,400,408,382,376,340,266,235,201,184,140,88,48,16
14,33,52,73,93,94,143,173,184,194,220,217,233,283,284,249,285,333,367,331,369,417,368,412,424,458,430,450,464,476,478,433,463,500,533,474,482,479,471,476,489,491,447,408,454,429,407,442,467,487,410,526,471,445,494,487,492,528,484,522,532,614,606,537,638,627,636,685,612,616,674,640,594,624,586,607,524,635,517,479,422,385,332,323,254,206,155,120,72,34
7,31,52,72,106,96,93,161,151,218,187,243,283,209,278,312,272,332,307,309,380,372,359,409,419,437,439,444,442,451,471,457,473,452,493,455,475,515,531,484,453,515,429,448,449,419,439,417,408,465,506,435,444,428,487,456,444,454,522,512,543,526,538,559,538,580,627,616,616,690,698,671,653,738,619,685,600,649,597,594,498,467,402,374,298,241,220,156,64,30
11,18,26,54,74,92,100,130,181,179,163,173,240,221,243,258,270,284,298,289,288,362,354,379,338,409,373,421,414,424,424,425,471,468,424,527,488,459,476,506,474,468,478,508,406,499,491,517,473,450,490,464,453,474,467,451,439,429,448,454,446,503,524,540,576,586,584,636,638,728,701,693,844,753,744,808,837,720,727,635,585,572,527,408,359,305,252,182,102,26
7,22,24,53,79,76,111,96,126,118,134,147,172,216,187,199,227,275,214,245,250,311,319,388,311,343,357,342,418,362,354,445,453,465,401,440,473,486,453,537,492,491,491,480,459,520,461,491,438,452,492,453,454,454,465,479,490,455,488,517,461,509,486,550,603,644,608,702,733,747,743,892,791,859,892,980,1017,993,922,911,884,808,700,560,424,403,326,208,136,52
4,20,37,53,41,47,77,94,88,131,106,109,136,150,163,173,184,202,209,244,241,271,220,233,320,311,300,333,328,304,345,345,330,363,332,359,409,399,433,437,454,413,413,395,445,474,449,403,420,407,456,463,526,459,452,470,464,469,462,472,522,538,511,540,583,583,692,613,675,746,822,1014,1162,1185,1344,1387,1485,1549,1382,1336,1232,1166,1145,906,722,561,468,291,124,46
4,11,24,28,28,43,52,60,82,79,80,121,102,89,148,100,138,152,180,169,180,208,183,218,221,224,230,251,290,286,247,286,272,263,318,346,314,358,376,389,323,412,391,395,364,371,382,394,402,404,386,405,369,400,404,387,429,416,413,430,432,418,477,516,484,527,548,620,650,788,1000,1289,1579,1828,1976,2153,2255,2207,2154,2041,2034,1726,1516,1304,1077,832,637,431,212,57
6,8,21,11,32,35,56,35,56,65,73,65,79,102,111,98,111,120,113,111,158,159,196,138,165,180,203,171,226,221,217,246,258,229,234,285,284,306,283,288,253,270,303,360,320,265,324,317,357,343,354,322,392,342,375,353,343,335,362,340,386,331,397,407,385,461,514,523,643,931,1469,1808,2479,2743,3052,3167,3387,3277,3449,3119,2810,2548,2167,2028,1529,1236,865,587,296,123
4,9,7,15,40,27,41,28,37,44,41,49,66,57,55,66,78,110,69,101,92,113,121,121,146,151,147,141,143,140,181,185,203,188,181,171,242,212,242,186,220,239,233,247,248,269,242,246,251,263,271,286,295,279,245,298,263,263,337,264,295,292,281,268,297,394,402,509,867,1401,2127,2765,3502,4139,4724,4877,5288,5098,5118,4928,4620,3975,3564,2996,2407,1866,1343,872,387,146
0,5,9,8,13,18,20,34,24,29,28,42,48,30,44,54,42,47,70,93,75,82,93,84,97,126,93,130,78,106,135,140,136,134,132,160,150,138,181,166,167,145,189,198,165,182,203,151,167,152,214,198,186,191,195,210,223,226,227,191,186,209,237,214,263,242,347,604,1164,2284,3310,4297,5421,6321,7113,7847,8384,8599,8575,7927,7395,6828,5805,4744,3923,2884,2132,1246,689,230
0,8,8,10,13,4,10,15,8,23,27,37,33,31,39,39,52,52,52,50,42,47,68,68,63,77,77,83,59,75,77,84,102,125,112,106,77,129,129,98,122,98,135,144,112,120,139,126,140,129,158,143,167,132,99,152,145,114,154,123,156,151,149,164,207,224,316,873,1999,3504,5069,6649,8307,10127,12016,12601,12919,13146,13137,12246,11387,10378,8779,7538,6011,4450,3316,2081,1011,260
3,5,2,6,7,8,9,14,9,14,19,16,23,24,40,32,18,24,31,27,30,36,33,58,64,45,33,49,47,58,61,62,54,55,75,72,86,60,84,54,95,80,102,84,90,88,102,89,97,114,99,106,95,83,97,115,107,102,93,119,91,102,108,127,121,164,499,1571,3400,5597,7673,9824,11628,13203,13522,14268,13990,13896,13459,12404,11597,10539,8878,7507,6207,4845,3520,2239,1297,383
2,4,5,2,7,2,4,12,9,3,8,11,16,9,13,18,22,30,14,29,25,29,33,19,30,39,28,42,51,54,28,35,47,43,49,55,42,27,55,63,65,64,57,58,59,56,54,55,39,56,65,59,82,56,93,66,62,73,58,66,82,107,62,90,110,169,783,2645,4923,7109,8731,10014,10728,11341,11533,11312,11597,11349,11152,10546,9779,8929,7598,6404,5114,3865,2931,1896,1134,277
0,0,4,6,2,6,2,3,4,14,5,8,8,11,12,14,8,15,10,13,19,20,24,26,13,21,18,23,17,30,23,30,34,31,28,17,36,29,30,29,35,45,33,38,32,45,36,30,38,55,42,54,46,41,37,51,46,51,46,29,43,55,48,50,65,280,1638,3563,4940,6117,6882,7469,7584,7522,7441,7478,7269,7321,7361,7290,6839,6131,5402,4256,3308,2578,1850,1170,710,194
0,0,3,1,0,0,3,3,6,0,3,8,9,11,5,12,2,6,2,14,1,20,9,14,10,18,15,29,12,8,15,12,25,24,19,15,19,24,20,30,16,16,20,25,9,18,25,28,22,23,37,35,36,33,22,49,30,42,37,30,29,25,22,30,51,504,1797,3115,3604,3983,4256,4409,4395,4223,4301,4112,4284,4374,4073,4038,3910,3646,2955,2413,1919,1469,960,728,455,134
1,0,0,1,0,2,0,0,0,2,3,6,5,4,6,8,4,5,5,2,9,11,6,13,11,5,12,9,9,11,8,11,9,17,17,12,11,11,18,11,17,25,12,31,21,18,16,15,22,10,15,7,11,20,14,15,20,24,24,13,22,23,14,22,68,584,1550,1965,2363,2384,2550,2566,2534,2363,2308,2316,2290,2159,2381,2368,2195,2050,1721,1469,1053,783,640,382,250,66
0,0,0,2,0,0,2,4,0,4,0,0,0,2,2,4,2,0,1,6,5,0,1,5,3,1,6,6,4,13,14,9,10,1,1,8,7,11,10,2,6,8,13,9,10,5,14,12,8,9,15,5,9,16,11,14,15,14,11,10,14,18,12,10,65,517,1044,1202,1324,1392,1382,1392,1397,1334,1277,1224,1236,1293,1255,1292,1267,1112,970,770,652,494,354,255,121,37
0,0,0,0,0,0,0,2,0,1,0,0,2,0,3,3,3,0,3,0,6,2,7,7,5,0,5,5,5,7,5,6,2,0,2,24,4,3,4,5,7,0,1,9,4,2,7,10,10,8,9,11,2,10,0,0,2,6,4,5,11,13,9,1,74,407,577,692,795,787,790,766,859,764,745,710,667,757,765,709,572,625,583,451,303,259,194,104,72,18
0,0,0,0,0,2,0,0,0,2,0,0,3,2,0,0,0,2,2,0,1,1,0,2,4,0,0,4,0,8,2,4,5,0,4,4,2,8,1,0,6,1,4,1,6,6,2,3,2,2,5,2,1,1,2,10,0,6,8,6,6,6,4,3,65,241,362,373,426,430,412,419,402,386,412,441,391,377,342,376,395,358,260,235,182,145,113,62,43,8
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,1,3,0,3,2,3,0,0,0,0,0,0,0,2,0,3,0,0,4,0,4,0,2,4,0,1,2,4,3,5,8,0,4,0,2,5,2,4,0,1,2,0,1,4,0,2,47,147,231,215,240,249,208,208,257,228,205,223,190,218,198,203,161,224,171,119,114,95,54,26,32,2
0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,2,3,0,4,2,0,0,0,0,2,0,0,2,2,0,6,0,2,2,2,1,0,2,0,5,0,1,2,1,2,8,2,0,2,0,8,0,2,1,4,4,29,92,111,130,120,135,118,117,125,109,118,100,97,80,117,143,105,98,93,47,72,41,33,25,15,10
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,2,2,0,0,2,2,0,3,2,0,0,0,2,0,0,1,2,0,0,3,0,0,2,0,0,0,0,1,3,16,35,65,54,59,73,48,89,69,63,57,59,56,77,69,49,62,44,46,28,28,17,26,10,7,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,4,14,29,30,35,36,41,28,35,44,35,25,43,31,28,33,22,26,12,11,15,15,4,4,4,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,12,19,21,12,20,30,8,20,11,12,18,9,21,18,26,21,11,9,14,17,2,5,2,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,2,7,9,7,10,13,8,12,5,14,12,21,9,3,6,10,8,10,7,7,6,1,0,4,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,9,6,4,10,6,11,6,11,4,3,4,6,3,4,8,1,4,2,2,3,2,2,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,6,6,2,2,4,0,7,0,0,9,4,0,2,4,0,0,2,0,4,0,0,2,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0,6,0,0,0,0,0,0,2,0,0,0,4,0,2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
